"","X","Team","Athlete","Score","Sex","Group","Form"
"1477",1477,"PER","Jimena Andrea URRUTIA RIDRIGUEZ",8.6,"W","Group D","Other Traditional Weapon"
"1478",1478,"HUN","Renata SLOMINSKI",8.59,"W","Group D","Other Traditional Weapon"
"1479",1479,"GRE","Theodora KORDERA",8.58,"W","Group D","Other Traditional Weapon"
"1480",1480,"USA","Luna FRANCO",8.57,"W","Group D","Other Traditional Weapon"
"1481",1481,"AUS","Bethany ENDACOTT",8.52,"W","Group D","Other Traditional Weapon"
"1482",1482,"SGP","Ken Rui Xin KEN",8.51,"W","Group D","Other Traditional Weapon"
"1483",1483,"SVK","Katarina KYSELOVA",NA,"W","Group D","Other Traditional Weapon"
"1484",1484,"KGZ","Aisalkyn TASHMATOVA",NA,"W","Group D","Other Traditional Weapon"
"1485",1485,"RUS","Daria GERASIMOVA",NA,"W","Group D","Other Traditional Weapon"
"1486",1486,"UKR","Ganna TERESHCHENKO",9.16,"W","Group D","Other Types of Traditional Styles"
"1487",1487,"TUR","Elif AKYUZ",9.13,"W","Group D","Other Types of Traditional Styles"
"1488",1488,"RUS","Iuliia TIMIRKINA",9.11,"W","Group D","Other Types of Traditional Styles"
"1489",1489,"RUS","Valentina TABUN",9.1,"W","Group D","Other Types of Traditional Styles"
"1490",1490,"RUS","Alina PODOLSKAYA",9.09,"W","Group D","Other Types of Traditional Styles"
"1491",1491,"HKG","Pui Yue AU-YEUNG",9.06,"W","Group D","Other Types of Traditional Styles"
"1492",1492,"RUS","Olga MEN’SHIKOVA",9.05,"W","Group D","Other Types of Traditional Styles"
"1493",1493,"RUS","Nadezhda GUSEVA",9.05,"W","Group D","Other Types of Traditional Styles"
"1494",1494,"POL","Beata ENGEL",9.03,"W","Group D","Other Types of Traditional Styles"
"1495",1495,"UKR","Nataliia VARLAMOVA",9.02,"W","Group D","Other Types of Traditional Styles"
"1496",1496,"USA","Charisse HUNG",9.01,"W","Group D","Other Types of Traditional Styles"
"1497",1497,"USA","Amy WONG",8.98,"W","Group D","Other Types of Traditional Styles"
"1498",1498,"UKR","Veronika MOROZONKOVA",8.95,"W","Group D","Other Types of Traditional Styles"
"1499",1499,"PER","Jimena Andrea URRUTIA RIDRIGUEZ",8.9,"W","Group D","Other Types of Traditional Styles"
"1500",1500,"BRA","Giovanna MOURA SENA PARRON",8.9,"W","Group D","Other Types of Traditional Styles"
"1501",1501,"ESP","Irene CASTRO APARICIO",8.89,"W","Group D","Other Types of Traditional Styles"
"1502",1502,"SGP","Ken Rui Xin KEN",8.86,"W","Group D","Other Types of Traditional Styles"
"1503",1503,"BRA","Maria DE LA MARIA",8.86,"W","Group D","Other Types of Traditional Styles"
"1504",1504,"MKD","Irina ANDREEVSKA",8.85,"W","Group D","Other Types of Traditional Styles"
"1505",1505,"USA","Adeline SUN",8.84,"W","Group D","Other Types of Traditional Styles"
"1506",1506,"USA","Betty GUAN",8.81,"W","Group D","Other Types of Traditional Styles"
"1507",1507,"CHI","Elizette Del Carmen TOLEDO TOLEDO",8.81,"W","Group D","Other Types of Traditional Styles"
"1508",1508,"USA","Yeeling TAI",8.8,"W","Group D","Other Types of Traditional Styles"
"1509",1509,"SRI","Gihani Wathsala PEDURU HEWAGE",8.76,"W","Group D","Other Types of Traditional Styles"
"1510",1510,"TJK","Manzura KARIMOVA",NA,"W","Group D","Other Types of Traditional Styles"
"1511",1511,"RUS","Olga ZORKALTSEVA",NA,"W","Group D","Other Types of Traditional Styles"
"1512",1512,"KGZ","Aisalkyn TASHMATOVA",NA,"W","Group D","Other Types of Traditional Styles"
"1513",1513,"KGZ","Aisulu ASANKULOVA",NA,"W","Group D","Other Types of Traditional Styles"
"1514",1514,"HUN","Dorottya KISS",9.06,"W","Group D","Shaolin Quan"
"1515",1515,"ITA","Alessia TARTUFOLI",9.02,"W","Group D","Shaolin Quan"
"1516",1516,"KAZ","Dayana KUSPANOVA",9,"W","Group D","Shaolin Quan"
"1517",1517,"TPE","Yu Han CHEN",8.97,"W","Group D","Shaolin Quan"
"1518",1518,"ITA","Sarah CANIGIULA",8.8,"W","Group D","Shaolin Quan"
"1519",1519,"CZE","Anna BLAHOVA",8.79,"W","Group D","Shaolin Quan"
"1520",1520,"HUN","Renata SLOMINSKI",8.78,"W","Group D","Shaolin Quan"
"1521",1521,"BRA","Ana Elisa MATANA BARRADEL",8.78,"W","Group D","Shaolin Quan"
"1522",1522,"CUB","Dayana MESA ARTILES",8.76,"W","Group D","Shaolin Quan"
"1523",1523,"USA","Margaret KANDIES",8.68,"W","Group D","Shaolin Quan"
"1524",1524,"AUS","Bethany ENDACOTT",8.67,"W","Group D","Shaolin Quan"
"1525",1525,"TJK","Niginakhon JALOLOVA",NA,"W","Group D","Shaolin Quan"
"1526",1526,"CAN","Erika Cheung Wan LARM",9.17,"W","Group D","Traditional Chen Style Taijiquan"
"1527",1527,"GEO","Nino CHIKHLADZE",9.09,"W","Group D","Traditional Chen Style Taijiquan"
"1528",1528,"CUB","Meyling WONG CHIU",9.07,"W","Group D","Traditional Chen Style Taijiquan"
"1529",1529,"CZE","Sandra POTYSOVA",9.05,"W","Group D","Traditional Chen Style Taijiquan"
"1530",1530,"CZE","Martina SLABA",9.01,"W","Group D","Traditional Chen Style Taijiquan"
"1531",1531,"BUL","Desislava Sasheva HOLODNA",8.96,"W","Group D","Traditional Chen Style Taijiquan"
"1532",1532,"CZE","Jana HAUSKOVA",8.95,"W","Group D","Traditional Chen Style Taijiquan"
"1533",1533,"AUS","Krista BRENNAN",8.9,"W","Group D","Traditional Chen Style Taijiquan"
"1534",1534,"ITA","Letizia DA LOZZO",8.88,"W","Group D","Traditional Chen Style Taijiquan"
"1535",1535,"ITA","Enrica FOSSA",8.87,"W","Group D","Traditional Chen Style Taijiquan"
"1536",1536,"RUS","Liliya SERKINA",8.79,"W","Group D","Traditional Chen Style Taijiquan"
"1537",1537,"COL","Christina GARCES VALENCIA",8.79,"W","Group D","Traditional Chen Style Taijiquan"
"1538",1538,"BUL","Ivanka Ilieva MULESHKOVA",8.7,"W","Group D","Traditional Chen Style Taijiquan"
"1539",1539,"POL","Anna Maria KUBIAK",9.01,"W","Group D","Yang Style Taiji Weapon"
"1540",1540,"HKG","Wing Yan Josephine WONG",8.98,"W","Group D","Yang Style Taiji Weapon"
"1541",1541,"RUS","Anastasiia MITROFANOVA",8.97,"W","Group D","Yang Style Taiji Weapon"
"1542",1542,"CAN","Megan Michel TSANG",8.94,"W","Group D","Yang Style Taiji Weapon"
"1543",1543,"ROU","Andrea APOSTOLACHE KISS",8.92,"W","Group D","Yang Style Taiji Weapon"
"1544",1544,"RUS","Anastasia KADENOVA",8.91,"W","Group D","Yang Style Taiji Weapon"
"1545",1545,"POL","Karolina Klaudia KULAGOWSKA",8.9,"W","Group D","Yang Style Taiji Weapon"
"1546",1546,"POL","Ewa Julia SOLARZ",8.86,"W","Group D","Yang Style Taiji Weapon"
"1547",1547,"ESP","Alba NINO GONZALEZ",8.79,"W","Group D","Yang Style Taiji Weapon"
"1548",1548,"SRI","Tharushi Chamodya KOROTTA GAMAGE",8.62,"W","Group D","Yang Style Taiji Weapon"
"1549",1549,"HKG","Wing Yan Josephine WONG",9.11,"W","Group D","Yang Style Taijiquan"
"1550",1550,"RUS","Anastasiia MITROFANOVA",9.06,"W","Group D","Yang Style Taijiquan"
"1551",1551,"ROU","Andrea APOSTOLACHE KISS",9,"W","Group D","Yang Style Taijiquan"
"1552",1552,"CAN","Megan Michel TSANG",8.96,"W","Group D","Yang Style Taijiquan"
"1553",1553,"POL","Karolina Klaudia KULAGOWSKA",8.88,"W","Group D","Yang Style Taijiquan"
"1554",1554,"POL","Anna Maria KUBIAK",8.88,"W","Group D","Yang Style Taijiquan"
"1555",1555,"ROU","Sonia GRINDEANU",8.86,"W","Group D","Yang Style Taijiquan"
"1556",1556,"ESP","Alba NINO GONZALEZ",8.8,"W","Group D","Yang Style Taijiquan"
"1557",1557,"SRI","Tharushi Chamodya KOROTTA GAMAGE",8.72,"W","Group D","Yang Style Taijiquan"
"1558",1558,"COL","Monica CRUZ SANCHEZ",NA,"W","Group D","Yang Style Taijiquan"
"1559",1559,"MAC","Kam Mui UN",9.03,"W","Group E","Posture Taiji Jian"
"1560",1560,"HKG","Kit Yee NG",8.98,"W","Group E","Posture Taiji Jian"
"1561",1561,"HKG","Makiko FUJITA",8.93,"W","Group E","Posture Taiji Jian"
"1562",1562,"MAC","Lao Leng CHEONG",8.92,"W","Group E","Posture Taiji Jian"
"1563",1563,"HKG","Chung Hei LEUNG",8.84,"W","Group E","Posture Taiji Jian"
"1564",1564,"FRA","Virginie GATELLIER",8.8,"W","Group E","Posture Taiji Jian"
"1565",1565,"HKG","Hsueh Chih CHENG",8.76,"W","Group E","Posture Taiji Jian"
"1566",1566,"HKG","Yuen Nga Barbara LEUNG",8.7,"W","Group E","Posture Taiji Jian"
"1567",1567,"HKG","Pui Chi LEUNG",8.61,"W","Group E","Posture Taiji Jian"
"1568",1568,"HKG","Man Sau LEE",8.59,"W","Group E","Posture Taiji Jian"
"1569",1569,"HKG","Pik Yan TSE",8.58,"W","Group E","Posture Taiji Jian"
"1570",1570,"HKG","Hwa Soo YOO",8.58,"W","Group E","Posture Taiji Jian"
"1571",1571,"HKG","Yuk Chun LI",8.48,"W","Group E","Posture Taiji Jian"
"1572",1572,"HKG","Yat Wah Carol CHEUNG",8.47,"W","Group E","Posture Taiji Jian"
"1573",1573,"HKG","Suk Yee TONG",8.45,"W","Group E","Posture Taiji Jian"
"1574",1574,"HKG","Wai King Sikky SUEN",8.43,"W","Group E","Posture Taiji Jian"
"1575",1575,"HKG","Suk Fun Candy LEUNG",8.41,"W","Group E","Posture Taiji Jian"
"1576",1576,"KGZ","Nurgul ALISHEROVA",NA,"W","Group E","Posture Taiji Jian"
"1577",1577,"HKG","Qing GU",9.08,"W","Group E","Chen Style Taijiquan"
"1578",1578,"SGP","Hazel Ng Hwee Chu NG",9,"W","Group E","Chen Style Taijiquan"
"1579",1579,"CAN","Jenny Yat Kwan YEE",8.88,"W","Group E","Chen Style Taijiquan"
"1580",1580,"JPN","Chihiro KOKUDO",8.86,"W","Group E","Chen Style Taijiquan"
"1581",1581,"USA","Pei-kai WANG",8.82,"W","Group E","Chen Style Taijiquan"
"1582",1582,"NED","Laura BONTHUIS",8.8,"W","Group E","Chen Style Taijiquan"
"1583",1583,"USA","Xinyan CHEN",8.79,"W","Group E","Chen Style Taijiquan"
"1584",1584,"ESP","Maria Carmen PEREZ ROVIRA",8.74,"W","Group E","Chen Style Taijiquan"
"1585",1585,"SGP","Hazel Ng Hwee Chu NG",8.94,"W","Group E","Other Taiji Jian"
"1586",1586,"HKG","Qing GU",8.93,"W","Group E","Other Taiji Jian"
"1587",1587,"USA","Maria Liubtcheva TZANKOVA",8.9,"W","Group E","Other Taiji Jian"
"1588",1588,"USA","Pei-kai WANG",8.73,"W","Group E","Other Taiji Jian"
"1589",1589,"ESP","Maria Carmen PEREZ ROVIRA",8.62,"W","Group E","Other Taiji Jian"
"1590",1590,"JPN","Mikiko UEDA",8.58,"W","Group E","Other Taiji Jian"
"1591",1591,"CAN","Jenny Yat Kwan YEE",NA,"W","Group E","Other Taiji Jian"
"1592",1592,"FRA","Sabine ROMERO",8.8,"W","Group E","Other Taiji Weapon"
"1593",1593,"HKG","Cheuk Kwan LUI",8.79,"W","Group E","Other Taiji Weapon"
"1594",1594,"AUS","So Shan MAK",8.74,"W","Group E","Other Taiji Weapon"
"1595",1595,"AUS","Angela Jia Li MAK",8.73,"W","Group E","Other Taiji Weapon"
"1596",1596,"JPN","Chihiro KOKUDO",8.61,"W","Group E","Other Taiji Weapon"
"1597",1597,"USA","Sin Yi Cindy JONES",8.6,"W","Group E","Other Taiji Weapon"
"1598",1598,"BRA","Violeta SUN",8.41,"W","Group E","Other Taiji Weapon"
"1599",1599,"MAC","Lao Leng CHEONG",9.03,"W","Group E","Other Taijiquan"
"1600",1600,"FRA","Virginie GATELLIER",9,"W","Group E","Other Taijiquan"
"1601",1601,"HKG","Lock Man Vian CHEUNG",8.95,"W","Group E","Other Taijiquan"
"1602",1602,"MAC","Kam Mui UN",8.93,"W","Group E","Other Taijiquan"
"1603",1603,"USA","Maria Liubtcheva TZANKOVA",8.91,"W","Group E","Other Taijiquan"
"1604",1604,"HKG","Mei Kuen NG",8.9,"W","Group E","Other Taijiquan"
"1605",1605,"CAN","Ivy Chin-ying HO",8.83,"W","Group E","Other Taijiquan"
"1606",1606,"JPN","Mikiko UEDA",8.78,"W","Group E","Other Taijiquan"
"1607",1607,"USA","Sin Yi Cindy JONES",8.76,"W","Group E","Other Taijiquan"
"1608",1608,"USA","Claire CHEVALIER",8.76,"W","Group E","Other Taijiquan"
"1609",1609,"USA","Michelle Luna SEMET",8.75,"W","Group E","Other Taijiquan"
"1610",1610,"USA","Mei ZHU",8.69,"W","Group E","Other Taijiquan"
"1611",1611,"BRA","Violeta SUN",8.68,"W","Group E","Other Taijiquan"
"1612",1612,"KGZ","Nurgul ALISHEROVA",NA,"W","Group E","Other Taijiquan"
"1613",1613,"BRA","Stella Maris RIBEIRO",8.85,"W","Group E","Other Traditional Single Weapon"
"1614",1614,"HKG","Lock Man Vian CHEUNG",8.82,"W","Group E","Other Traditional Single Weapon"
"1615",1615,"BRA","Simone Mara GIRALDI",8.78,"W","Group E","Other Traditional Single Weapon"
"1616",1616,"BRA","Fatima DA SILVA DINIZ DOS ANJOS",8.77,"W","Group E","Other Traditional Single Weapon"
"1617",1617,"USA","Rhonda HARJO",8.75,"W","Group E","Other Traditional Single Weapon"
"1618",1618,"USA","Kimberly BOWEN",8.73,"W","Group E","Other Traditional Single Weapon"
"1619",1619,"FRA","Consiglia CIABURRI",8.71,"W","Group E","Other Traditional Single Weapon"
"1620",1620,"BRA","Selma Kazue SAKATE",NA,"W","Group E","Other Traditional Single Weapon"
"1621",1621,"KGZ","Tatiana PAK",NA,"W","Group E","Other Traditional Single Weapon"
"1622",1622,"KGZ","Elena PAVLENKO",NA,"W","Group E","Other Traditional Single Weapon"
"1623",1623,"KGZ","Liubov SERIAKOVA",NA,"W","Group E","Other Traditional Single Weapon"
"1624",1624,"CHN","Feng Lian CHU",NA,"W","Group E","Other Traditional Single Weapon"
"1625",1625,"CHN","Feng Lian CHU",9.3,"W","Group E","Other Types of Traditional Styles"
"1626",1626,"SGP","Michaela Lim Mai Ee LIM",8.94,"W","Group E","Other Types of Traditional Styles"
"1627",1627,"FRA","Sabine ROMERO",8.9,"W","Group E","Other Types of Traditional Styles"
"1628",1628,"BRA","Stella Maris RIBEIRO",8.79,"W","Group E","Other Types of Traditional Styles"
"1629",1629,"USA","Kimberly BOWEN",8.79,"W","Group E","Other Types of Traditional Styles"
"1630",1630,"BRA","Simone Mara GIRALDI",8.78,"W","Group E","Other Types of Traditional Styles"
"1631",1631,"FRA","Frederique ABDELMALEK",8.77,"W","Group E","Other Types of Traditional Styles"
"1632",1632,"BRA","Fatima DA SILVA DINIZ DOS ANJOS",8.75,"W","Group E","Other Types of Traditional Styles"
"1633",1633,"AUS","Rosemary HERMANS",8.74,"W","Group E","Other Types of Traditional Styles"
"1634",1634,"USA","Rhonda HARJO",8.7,"W","Group E","Other Types of Traditional Styles"
"1635",1635,"FRA","Consiglia CIABURRI",8.65,"W","Group E","Other Types of Traditional Styles"
"1636",1636,"KGZ","Elena PAVLENKO",NA,"W","Group E","Other Types of Traditional Styles"
"1637",1637,"BRA","Selma Kazue SAKATE",NA,"W","Group E","Other Types of Traditional Styles"
"1638",1638,"SGP","Michaela Lim Mai Ee LIM",8.83,"W","Group E","Other Weapon"
"1639",1639,"USA","Michelle Luna SEMET",8.81,"W","Group E","Other Weapon"
"1640",1640,"ROU","Roxana Ileana VLADUT",8.79,"W","Group E","Other Weapon"
"1641",1641,"NED","Laura BONTHUIS",8.77,"W","Group E","Other Weapon"
"1642",1642,"AUS","Rosemary HERMANS",8.76,"W","Group E","Other Weapon"
"1643",1643,"USA","Xinyan CHEN",8.73,"W","Group E","Other Weapon"
"1644",1644,"FRA","Frederique ABDELMALEK",8.71,"W","Group E","Other Weapon"
"1645",1645,"USA","Mei ZHU",8.45,"W","Group E","Other Weapon"
"1646",1646,"HKG","Choa Ee Tricia SENG",9.19,"W","Group E","Traditional Yang Style Taijiquan"
"1647",1647,"HKG","Kit Yee NG",9.14,"W","Group E","Traditional Yang Style Taijiquan"
"1648",1648,"HKG","So Ling Christina LI",9.12,"W","Group E","Traditional Yang Style Taijiquan"
"1649",1649,"HKG","Lai Har NG",9.1,"W","Group E","Traditional Yang Style Taijiquan"
"1650",1650,"HKG","Makiko FUJITA",9.08,"W","Group E","Traditional Yang Style Taijiquan"
"1651",1651,"HKG","Yee Man POON",9.08,"W","Group E","Traditional Yang Style Taijiquan"
"1652",1652,"HKG","Yuen Kwan CHAN",9.02,"W","Group E","Traditional Yang Style Taijiquan"
"1653",1653,"HKG","Yee Mei Natalies CHOW",8.98,"W","Group E","Traditional Yang Style Taijiquan"
"1654",1654,"HKG","Sum Wing LAU",8.96,"W","Group E","Traditional Yang Style Taijiquan"
"1655",1655,"AUS","Sam Mui LEUNG",8.96,"W","Group E","Traditional Yang Style Taijiquan"
"1656",1656,"HKG","Chung Hei LEUNG",8.95,"W","Group E","Traditional Yang Style Taijiquan"
"1657",1657,"HKG","Chun Fung LEUNG",8.94,"W","Group E","Traditional Yang Style Taijiquan"
"1658",1658,"HKG","Yuen Nga Barbara LEUNG",8.89,"W","Group E","Traditional Yang Style Taijiquan"
"1659",1659,"HKG","Choi Yuk SO",8.87,"W","Group E","Traditional Yang Style Taijiquan"
"1660",1660,"HKG","Kit Ming Tammy LAU",8.87,"W","Group E","Traditional Yang Style Taijiquan"
"1661",1661,"CAN","Wai Ki CHAN",8.86,"W","Group E","Traditional Yang Style Taijiquan"
"1662",1662,"HKG","Hwa Soo YOO",8.86,"W","Group E","Traditional Yang Style Taijiquan"
"1663",1663,"HKG","Hiu Kwan YAN",8.86,"W","Group E","Traditional Yang Style Taijiquan"
"1664",1664,"HKG","Wing Kam NG",8.85,"W","Group E","Traditional Yang Style Taijiquan"
"1665",1665,"HKG","Yuk Mui PANG",8.85,"W","Group E","Traditional Yang Style Taijiquan"
"1666",1666,"AUS","Angela Jia Li MAK",8.85,"W","Group E","Traditional Yang Style Taijiquan"
"1667",1667,"HKG","Suk Kiu NG",8.84,"W","Group E","Traditional Yang Style Taijiquan"
"1668",1668,"HKG","Ellen CHIH",8.84,"W","Group E","Traditional Yang Style Taijiquan"
"1669",1669,"HKG","Lai Ling Maggie NG",8.83,"W","Group E","Traditional Yang Style Taijiquan"
"1670",1670,"HKG","Pui Chi LEUNG",8.81,"W","Group E","Traditional Yang Style Taijiquan"
"1671",1671,"CAN","Siaw Kin Agnes LEE",8.81,"W","Group E","Traditional Yang Style Taijiquan"
"1672",1672,"HKG","Fung Mei Patricia YU",8.8,"W","Group E","Traditional Yang Style Taijiquan"
"1673",1673,"HKG","Shiow Lan Liza NG",8.8,"W","Group E","Traditional Yang Style Taijiquan"
"1674",1674,"HKG","Yuk Chun LI",8.78,"W","Group E","Traditional Yang Style Taijiquan"
"1675",1675,"HKG","Hsueh Chih CHENG",8.77,"W","Group E","Traditional Yang Style Taijiquan"
"1676",1676,"HKG","Pik Yan TSE",8.76,"W","Group E","Traditional Yang Style Taijiquan"
"1677",1677,"ROU","Roxana Ileana VLADUT",8.76,"W","Group E","Traditional Yang Style Taijiquan"
"1678",1678,"HKG","Suk Yee TONG",8.73,"W","Group E","Traditional Yang Style Taijiquan"
"1679",1679,"HKG","Cheuk Kwan LUI",8.72,"W","Group E","Traditional Yang Style Taijiquan"
"1680",1680,"HKG","Kwai Fong Christina WAI",8.71,"W","Group E","Traditional Yang Style Taijiquan"
"1681",1681,"HKG","Wai King Sikky SUEN",8.69,"W","Group E","Traditional Yang Style Taijiquan"
"1682",1682,"AUS","So Shan MAK",8.68,"W","Group E","Traditional Yang Style Taijiquan"
"1683",1683,"HKG","Suk Fun Candy LEUNG",8.68,"W","Group E","Traditional Yang Style Taijiquan"
"1684",1684,"HKG","Yat Wah Carol CHEUNG",8.65,"W","Group E","Traditional Yang Style Taijiquan"
"1685",1685,"HKG","Man Sau LEE",8.62,"W","Group E","Traditional Yang Style Taijiquan"
"1686",1686,"KGZ","Tatiana PAK",NA,"W","Group E","Traditional Yang Style Taijiquan"
"1687",1687,"KGZ","Liubov SERIAKOVA",NA,"W","Group E","Traditional Yang Style Taijiquan"
"1688",1688,"KGZ","Natalia NESHCHERET",NA,"W","Group E","Traditional Yang Style Taijiquan"
"1689",1689,"HKG","Choa Ee Tricia SENG",9.02,"W","Group E","Yang Style Taiji Jian"
"1690",1690,"HKG","Yee Mei Natalies CHOW",8.89,"W","Group E","Yang Style Taiji Jian"
"1691",1691,"HKG","Lai Har NG",8.87,"W","Group E","Yang Style Taiji Jian"
"1692",1692,"HKG","Yuk Mui PANG",8.84,"W","Group E","Yang Style Taiji Jian"
"1693",1693,"HKG","Mei Kuen NG",8.84,"W","Group E","Yang Style Taiji Jian"
"1694",1694,"HKG","So Ling Christina LI",8.82,"W","Group E","Yang Style Taiji Jian"
"1695",1695,"HKG","Yee Man POON",8.81,"W","Group E","Yang Style Taiji Jian"
"1696",1696,"HKG","Yuen Kwan CHAN",8.8,"W","Group E","Yang Style Taiji Jian"
"1697",1697,"HKG","Kit Ming Tammy LAU",8.79,"W","Group E","Yang Style Taiji Jian"
"1698",1698,"CAN","Wai Ki CHAN",8.79,"W","Group E","Yang Style Taiji Jian"
"1699",1699,"CAN","Siaw Kin Agnes LEE",8.75,"W","Group E","Yang Style Taiji Jian"
"1700",1700,"HKG","Sum Wing LAU",8.75,"W","Group E","Yang Style Taiji Jian"
"1701",1701,"HKG","Fung Mei Patricia YU",8.75,"W","Group E","Yang Style Taiji Jian"
"1702",1702,"HKG","Hiu Kwan YAN",8.74,"W","Group E","Yang Style Taiji Jian"
"1703",1703,"CAN","Ivy Chin-ying HO",8.73,"W","Group E","Yang Style Taiji Jian"
"1704",1704,"HKG","Wing Kam NG",8.73,"W","Group E","Yang Style Taiji Jian"
"1705",1705,"AUS","Sam Mui LEUNG",8.72,"W","Group E","Yang Style Taiji Jian"
"1706",1706,"HKG","Suk Kiu NG",8.7,"W","Group E","Yang Style Taiji Jian"
"1707",1707,"HKG","Shiow Lan Liza NG",8.68,"W","Group E","Yang Style Taiji Jian"
"1708",1708,"HKG","Choi Yuk SO",8.67,"W","Group E","Yang Style Taiji Jian"
"1709",1709,"HKG","Lai Ling Maggie NG",8.64,"W","Group E","Yang Style Taiji Jian"
"1710",1710,"HKG","Ellen CHIH",8.63,"W","Group E","Yang Style Taiji Jian"
"1711",1711,"USA","Claire CHEVALIER",8.6,"W","Group E","Yang Style Taiji Jian"
"1712",1712,"KGZ","Natalia NESHCHERET",NA,"W","Group E","Yang Style Taiji Jian"
"1713",1713,"HKG","Kam Oi YUEN",9.05,"W","Group F","Posture Taiji Jian"
"1714",1714,"CAN","Wendy Suen Chung FUNG",8.81,"W","Group F","Posture Taiji Jian"
"1715",1715,"HKG","Chuen Fa CHOW",8.76,"W","Group F","Posture Taiji Jian"
"1716",1716,"HKG","Shui Fun Vera YUEN",8.62,"W","Group F","Posture Taiji Jian"
"1717",1717,"JPN","Reiko EMI",8.62,"W","Group F","Posture Taiji Jian"
"1718",1718,"HKG","Yee Wan KONG",8.61,"W","Group F","Posture Taiji Jian"
"1719",1719,"HKG","Yin Ling MANG",8.6,"W","Group F","Posture Taiji Jian"
"1720",1720,"HKG","Anne Pui Yin SHEH",8.5,"W","Group F","Posture Taiji Jian"
"1721",1721,"USA","Qijing YUE",9.03,"W","Group F","Other Traditional Weapon"
"1722",1722,"USA","Vicki ARMES",9,"W","Group F","Other Traditional Weapon"
"1723",1723,"HKG","Fung Ping LI",8.88,"W","Group F","Other Traditional Weapon"
"1724",1724,"MAC","Sao Chan CHONG",8.81,"W","Group F","Other Traditional Weapon"
"1725",1725,"FRA","Stephanie TROLEZ",8.81,"W","Group F","Other Traditional Weapon"
"1726",1726,"MAC","Kit Leng KONG WONG",8.81,"W","Group F","Other Traditional Weapon"
"1727",1727,"JPN","Junko IRISAWA",8.77,"W","Group F","Other Traditional Weapon"
"1728",1728,"RUS","Antonina IVANOVA",8.76,"W","Group F","Other Traditional Weapon"
"1729",1729,"GER","Bettina Margret HENCKE",8.71,"W","Group F","Other Traditional Weapon"
"1730",1730,"RUS","Valentina ACHIKASOVA",8.7,"W","Group F","Other Traditional Weapon"
"1731",1731,"BRU","Pik Choo PAW",8.65,"W","Group F","Other Traditional Weapon"
"1732",1732,"BRU","Shiu Hoon LIM",8.46,"W","Group F","Other Traditional Weapon"
"1733",1733,"HKG","Kam Oi YUEN",9.03,"W","Group F","Other Types of Traditional Styles"
"1734",1734,"USA","Qijing YUE",8.93,"W","Group F","Other Types of Traditional Styles"
"1735",1735,"HKG","Chuen Fa CHOW",8.92,"W","Group F","Other Types of Traditional Styles"
"1736",1736,"JPN","Junko IRISAWA",8.85,"W","Group F","Other Types of Traditional Styles"
"1737",1737,"CAN","Grace Wai LAM",8.83,"W","Group F","Other Types of Traditional Styles"
"1738",1738,"CAN","Wendy Suen Chung FUNG",8.82,"W","Group F","Other Types of Traditional Styles"
"1739",1739,"BRU","Pik Choo PAW",8.82,"W","Group F","Other Types of Traditional Styles"
"1740",1740,"RUS","Antonina IVANOVA",8.81,"W","Group F","Other Types of Traditional Styles"
"1741",1741,"JPN","Reiko EMI",8.81,"W","Group F","Other Types of Traditional Styles"
"1742",1742,"USA","Jin WANG",8.79,"W","Group F","Other Types of Traditional Styles"
"1743",1743,"MAC","Kit Leng KONG WONG",8.78,"W","Group F","Other Types of Traditional Styles"
"1744",1744,"RUS","Valentina ACHIKASOVA",8.76,"W","Group F","Other Types of Traditional Styles"
"1745",1745,"BRU","Shiu Hoon LIM",8.69,"W","Group F","Other Types of Traditional Styles"
"1746",1746,"CAN","Yau-ho Esther NG",8.64,"W","Group F","Other Types of Traditional Styles"
"1747",1747,"CAN","Amanda Isabel KOBEK",8.63,"W","Group F","Other Types of Traditional Styles"
"1748",1748,"GRE","Sofia AMPATZI",8.36,"W","Group F","Other Types of Traditional Styles"
"1749",1749,"HKG","Fung Ping LI",9.09,"W","Group F","Traditional Yang Style Taijiquan"
"1750",1750,"USA","Vicki ARMES",9.05,"W","Group F","Traditional Yang Style Taijiquan"
"1751",1751,"MAC","Sao Chan CHONG",9.01,"W","Group F","Traditional Yang Style Taijiquan"
"1752",1752,"CAN","Brenda Bing Wan LEE",8.9,"W","Group F","Traditional Yang Style Taijiquan"
"1753",1753,"HKG","Yat Wai LAM",8.85,"W","Group F","Traditional Yang Style Taijiquan"
"1754",1754,"HKG","Shui Fun Vera YUEN",8.85,"W","Group F","Traditional Yang Style Taijiquan"
"1755",1755,"HKG","Yin Ling MANG",8.84,"W","Group F","Traditional Yang Style Taijiquan"
"1756",1756,"GER","Bettina Margret HENCKE",8.83,"W","Group F","Traditional Yang Style Taijiquan"
"1757",1757,"HKG","Yee Wan KONG",8.82,"W","Group F","Traditional Yang Style Taijiquan"
"1758",1758,"FRA","Stephanie TROLEZ",8.8,"W","Group F","Traditional Yang Style Taijiquan"
"1759",1759,"HKG","Siu Hing FOK",8.79,"W","Group F","Traditional Yang Style Taijiquan"
"1760",1760,"HKG","Anne Pui Yin SHEH",8.75,"W","Group F","Traditional Yang Style Taijiquan"
"1761",1761,"HKG","Suk Kuen WONG",8.74,"W","Group F","Traditional Yang Style Taijiquan"
"1762",1762,"CAN","Grace Wai LAM",8.79,"W","Group F","Yang Style Taiji Jian"
